9785 26820
5315 5597 383
2057 3398 333
1769 4361 -759
7350 2211 -772
4963 1307 307
9006 2513 621
3321 4272 -176
7543 1388 568
137 8404 -279
9750 3251 -843
2058 1664 -436
2303 2874 -23
8740 8057 -7
8962 750 -731
5473 9593 435
1483 1509 -53
9716 9414 -506
37 829 856
7472 21 21
9347 4027 444
2623 9229 -855
2426 8462 399
1165 3277 -651
4158 4306 -65
6641 3919 -778
7518 1150 -654
9032 4387 309
6342 2721 -655
5232 2628 908
8616 2240 -813
2590 1764 -102
654 1703 -945
9354 2547 -730
6370 2606 -762
2663 3536 921
5330 2923 599
707 1548 -890
3741 2144 831
6126 5544 -581
1832 9462 -116
4485 9741 348
3647 1135 -598
4742 7742 -468
6939 856 -74
9635 8831 889
3637 1644 639
7507 4526 778
8205 4575 -874
6179 2615 581
4624 4330 351
3120 6838 -761
112 1587 -469
295 2209 921
8092 7374 753
2391 42 70
8972 9571 706
524 1530 111
2786 3827 307
3182 3430 -9
302 9448 -259
3987 5439 -845
7506 5578 -156
1694 4701 640
8105 8046 -6
163 6258 -522
5366 1650 -600
2128 2905 -128
4097 1105 -70
3161 8549 884
4131 4984 269
555 5489 692
9105 6069 364
6209 8459 -926
8571 9531 666
3040 9645 788
9610 1227 -467
822 4759 426
5247 2598 320
3747 3461 147
8285 1514 11
3106 5043 556
5785 2606 -461
9107 6038 607
803 2111 -221
6892 5948 76
6952 816 999
460 6840 -540
8001 1799 647
2421 3985 -54
1038 4039 -974
1234 732 -140
926 4503 -808
4945 3038 343
2951 2184 -174
2430 2869 -288
1978 5761 -325
4052 1672 -320
3927 9776 912
7345 297 359
6428 1269 -765
2251 6075 -191
5823 7839 -299
6612 3093 785
1133 9556 -999
6883 4273 290
8136 4449 -55
525 1391 579
3475 4592 -767
171 3963 905
2089 2965 -237
7285 6823 786
3341 6910 -183
5692 3307 646
5792 6444 -556
3036 1355 1000
1770 5367 838
2165 9215 247
5687 8098 -646
7630 3511 558
6758 2007 864
5512 8472 507
3879 8571 -528
545 1951 172
865 9506 -153
1154 181 320
4754 3430 -420
8688 8436 308
8188 3994 -535
8933 3445 441
1283 8105 216
1949 4743 389
2367 1907 -324
6677 1699 676
9712 6784 120
358 6330 268
1833 3322 -222
4731 1904 217
9499 172 559
1884 7728 836
3623 3141 636
8408 3891 592
6696 751 -739
7467 1869 -955
2678 6058 -348
47 1570 104
8135 1431 -370
2690 2811 -777
2793 4726 -308
6329 2406 -503
7637 1754 142
8697 1323 334
4392 2626 -780
8131 2744 860
4069 350 515
69 5540 901
2064 1927 834
1810 3502 -178
9741 8893 537
3357 6261 -833
3270 8534 -500
1931 601 581
8341 491 485
9614 7883 357
4525 5922 -168
2484 5876 -996
2439 2781 386
3291 3979 144
7427 5521 576
366 6455 834
4595 1284 567
4492 2073 -114
8817 9488 -836
7731 7548 -732
4302 5881 -459
4230 9325 -62
2267 1309 -884
7834 6789 948
7290 9591 -934
5757 2248 -398
3720 909 -350
439 1191 819
5493 8529 -734
1249 7148 251
2514 6895 27
5399 4813 631
1083 7296 -390
6917 2649 740
7787 2333 236
6704 6212 -578
464 8078 638
7378 9407 565
8723 9024 203
93 4057 -463
8505 9419 464
4816 3157 -474
9052 5859 338
1923 9378 153
7757 7261 -693
5650 6331 96
6143 97 681
2200 4074 216
5089 6531 553
7313 6575 -646
7114 8766 -467
1298 6 -669
4496 6230 -402
9490 6464 966
2346 1595 244
6870 5470 -338
1993 9621 -593
3197 6533 375
100 6945 -543
4341 41 -671
2063 2860 990
5454 4235 101
777 3219 291
7085 7485 -957
3273 4098 37
8826 4665 531
5481 5872 -743
6168 4476 937
5146 3613 -781
4668 4285 -464
1485 5237 -601
8595 411 988
3127 1614 369
4732 722 252
198 9218 559
347 5140 538
3577 7933 -238
4303 2834 227
2659 8958 -714
2501 7040 -60
3126 1930 -857
4764 6305 10
8224 9038 -670
6069 2931 -670
97 5311 347
2718 7434 -88
2927 9019 -762
5978 6018 953
5448 3859 661
3309 6029 -620
6930 9186 893
4805 5943 957
1853 4870 -970
7298 359 -92
2421 4232 323
8291 130 -997
7060 7462 -831
8444 4413 996
2596 5771 93
94 6272 -800
4829 5523 150
6537 6710 -672
2565 859 412
9065 3711 805
5325 2377 -900
5191 1169 403
8179 4354 -503
5626 2983 30
6181 8823 -339
9161 6266 225
4289 2291 694
6345 728 -15
746 554 191
2577 5856 -70
878 339 -413
3153 9202 425
3609 5474 -780
5517 6139 -550
3240 8111 -98
4588 82 -249
5599 5217 -530
4683 8788 82
3872 3869 -383
8174 6623 195
1298 9052 829
3428 287 500
7394 4828 917
7552 7420 -298
4564 2430 366
5696 9754 639
6457 3293 -263
5009 1692 674
5734 2512 -805
5072 1654 547
664 36 571
4661 8685 688
4452 1360 -476
7904 4377 -658
7958 3941 -638
3707 6133 531
7351 6794 -643
6153 7891 808
2358 1061 -273
1346 693 684
8703 2310 -121
7227 6293 504
9294 8317 118
4223 746 737
3798 8102 861
968 9555 633
9662 7027 649
9586 385 254
6299 704 -16
2264 8817 690
4322 3725 564
4322 9243 -70
2264 1406 119
2260 9164 797
4351 7540 -860
2639 4521 764
8007 4112 147
1765 7188 962
1080 4092 702
6717 1643 607
898 5429 -101
8845 1079 447
8557 8242 -669
6954 5559 596
4936 2570 192
4132 2379 -594
3926 8160 763
2405 3453 105
6099 5024 -216
4169 5769 -470
4218 8293 784
6366 5231 715
8490 3634 102
6612 390 -374
3096 1662 -660
2127 8296 -843
9536 9516 -635
5110 7329 -162
5134 666 622
2600 8242 -891
5895 4819 567
1611 3461 -118
8070 4440 765
7179 7800 -90
6995 119 929
7903 4538 -55
1924 1189 -155
4187 890 963
5281 4041 -290
5863 3233 53
9193 7737 -88
9773 873 289
5253 6360 229
6443 7140 137
4027 2356 -961
2684 6651 -77
6483 1131 -646
7174 4807 -966
8518 880 -958
1152 2493 822
8938 4548 -334
8580 5981 -443
1045 6560 867
4465 1333 -33
4589 2751 -289
1346 8061 -539
1435 1931 -373
371 1667 266
2805 9733 834
111 4826 154
8695 3685 924
175 9522 -712
7669 120 -293
8037 9250 887
5174 3984 -787
7543 5349 708
2567 2824 -475
3079 2898 -907
527 8216 -494
8696 4412 52
2669 2497 -234
3961 3111 -838
5998 245 529
6626 2956 951
6016 9216 -979
3307 9697 -234
4935 4464 586
986 5012 -462
1571 2546 747
6071 3936 332
1405 602 -285
3267 8419 1
8022 3899 -707
4362 8290 134
3319 4608 -837
957 5897 -40
4371 78 -710
2445 3360 -445
6595 2339 210
9485 7740 -634
401 656 -797
5266 9112 851
5896 1974 78
8457 9495 -401
538 1839 715
5250 8353 -768
3144 2267 288
3318 9686 707
3470 1476 -886
2032 4591 643
8926 2660 612
7078 2307 450
191 8507 -78
1585 1082 543
3630 286 -825
5520 2037 774
7370 6282 -556
3442 647 -173
5532 8590 205
7479 2105 868
265 7742 16
3003 211 -54
5126 4617 -478
9059 2609 -383
2782 5611 528
1666 1060 205
5293 4960 -763
1004 5006 -257
1966 7967 -419
7914 3860 -612
6258 2675 879
6017 4315 -217
7461 8941 262
1749 8604 -236
5860 9748 -139
4103 2850 -961
3898 5078 695
3853 4203 -43
3142 4560 866
7514 7528 -195
1471 9664 19
853 9428 620
6595 7665 -461
8892 8479 189
1094 1946 161
4071 7008 -656
6522 6344 -763
6645 4604 -390
7750 4019 -953
9475 8263 -816
6020 1136 -261
4110 5271 -951
5484 8803 -397
7895 920 -817
533 1596 -218
8095 2240 -258
582 7467 -687
5124 3284 47
240 6354 -690
8946 552 342
7869 7560 311
6775 4466 -394
3139 7785 -565
5603 6157 849
6345 1849 -670
3394 3563 49
2358 3282 507
4865 6875 363
5172 1072 -223
7112 2537 555
2172 4024 427
2076 7787 -54
3602 7654 -819
5253 2012 39
9272 2646 -719
9202 7901 -734
6509 3711 -996
3747 753 -903
4177 3250 -494
412 5605 153
8087 6895 -639
787 4119 258
4209 2492 67
2759 2598 -890
4015 4002 -75
3389 4036 331
6211 1421 -36
7704 3509 266
4343 6649 871
5440 1779 -152
6711 9361 999
3802 2615 -490
2714 6526 -812
5086 2292 154
1872 6925 -446
2171 4563 299
8023 281 378
5836 4695 882
1865 3853 466
887 7793 -356
8564 4895 -337
3516 8079 563
8549 435 -683
2191 7175 5
1251 598 404
6277 4320 491
2676 86 -909
8662 1432 775
6923 7917 282
717 4035 -820
3128 7540 207
6657 3061 814
3260 2693 622
4384 8245 -372
3658 4088 -498
9633 2898 -990
623 2396 -16
7889 5402 310
8474 4728 -400
8765 8874 23
4524 2859 -359
3570 8870 -516
2134 587 795
8742 2920 593
6395 1018 929
8981 9785 101
2576 2315 -730
7359 1425 -707
2781 6206 -931
2684 7406 243
1489 8303 217
2535 699 423
4907 3937 686
2326 9183 -406
1436 4168 310
7077 7593 652
1299 171 -127
3601 9585 763
1282 7953 603
5066 8101 -13
9254 3932 30
8709 1794 -976
2916 1588 515
1353 7026 -712
2936 4471 221
5232 3401 933
6816 2120 846
6654 4346 696
6918 3468 -953
735 3207 749
3227 4894 188
9407 3515 -45
9450 8411 96
2734 7445 149
293 3345 882
9258 7276 -60
1668 4229 -622
4296 4143 850
2692 6311 305
8452 1501 222
4488 2244 288
8800 1610 -633
8356 9144 -170
1890 7073 739
1237 691 -687
9420 2425 -99
5350 2127 -688
5483 7030 -780
7015 8378 -553
5036 3397 720
2789 9329 -824
4547 1865 -987
4539 1571 -96
237 8512 -162
8520 4693 -822
5411 3809 -361
6710 9038 -124
5611 3960 -495
7497 670 914
2182 6184 482
1718 6651 719
7746 1644 -905
5506 5628 -644
9455 8133 821
8003 4928 -944
7170 9114 790
6379 2811 -803
761 6519 608
828 6345 -53
723 5400 422
3661 8242 950
1961 5431 491
9755 4956 751
5816 6516 129
6308 4073 921
7254 260 748
2882 9134 39
6098 5825 693
3868 1850 -981
9748 7795 -910
8349 5536 -402
3500 858 -942
383 1353 35
5343 1788 839
1336 9587 -369
1563 3315 -336
4699 9486 -557
3152 9424 498
2073 4722 -383
4169 7860 -894
1549 7835 -214
1756 4193 592
4900 3 -352
3647 8665 -301
1151 4916 -423
3758 4364 412
9411 3836 -486
2524 2926 -475
9641 4291 372
5452 897 -324
5367 4194 512
3955 2693 511
9671 7360 -362
4727 2660 16
9000 6299 151
8653 5564 434
2535 9414 -522
5964 4391 921
5517 2420 -197
8979 1537 845
5148 2181 -435
6831 8418 -724
4281 9178 -43
9011 7769 -466
9677 8501 953
4032 2627 372
2014 1136 539
6832 4932 -448
9237 4102 -681
2515 7195 -502
6515 7189 485
332 9432 177
9732 4204 318
439 8863 -140
5780 9657 957
1748 2756 715
9717 1450 206
2747 7138 -385
9699 4788 -654
1413 3956 -464
8804 1215 714
9582 134 749
4307 8088 -674
2128 158 -318
3630 23 235
4015 9263 -863
4294 1554 165
1545 8039 182
2958 7150 824
4964 9519 -540
8783 2987 993
2238 4216 -133
9138 5958 -674
6584 7659 -515
4291 2319 467
1931 6916 -258
7621 5143 -265
9633 828 -238
2711 8565 -361
5071 9426 -432
1842 1180 444
3159 3288 896
6580 8488 -416
8569 6607 -663
2088 7887 967
9190 5768 -234
448 9026 534
5196 7766 201
8708 6557 -25
7620 1158 -33
1221 8895 -691
4057 6640 -333
4139 4675 -191
4086 4505 -930
8158 9552 -486
8407 2861 8
6602 5441 138
8441 6350 99
5012 5441 724
7964 1649 -425
502 3590 -639
3840 3378 885
8320 2820 -620
8650 3489 498
2970 4291 -1000
816 9625 -278
4382 1580 -261
5893 6719 -635
7347 5342 -907
8813 7299 311
2582 7150 -531
4620 661 -723
3746 4241 -691
1472 4710 679
2600 8841 871
3249 1626 41
5459 346 934
4537 3631 694
4438 832 750
1805 2106 392
9438 5036 -409
8135 3755 963
3084 7811 -582
4666 3361 -785
8192 3387 951
2068 7061 730
3529 7554 360
6259 4586 236
1623 1085 -750
3224 722 872
35 8562 -763
2061 4645 218
5229 1525 -46
4090 5935 -467
8127 9534 -142
1712 9095 910
9350 7669 -83
8066 8662 -339
7865 3436 -757
6233 9239 527
4961 7524 -131
3702 34 442
8436 2048 -888
1323 6994 -833
1358 8788 871
5160 3755 -269
342 3904 -381
5006 2689 -668
2563 2138 1
7074 8707 -117
5995 3324 762
8546 3746 17
8551 8904 355
8914 8562 -306
223 318 -320
6184 9221 -521
1119 8693 869
2765 6048 470
670 8632 -549
7524 63 -796
1854 8148 447
2692 7512 3
8626 5078 742
2339 2465 -521
3115 1659 60
2290 2254 -353
9755 1471 374
1280 4186 305
4855 8882 -688
6973 4290 899
76 5995 451
851 3061 -16
6013 513 357
7230 4631 -471
7524 6462 638
8502 3482 732
8806 2282 -828
2427 586 -547
2616 1525 -689
7303 1534 -85
3795 6492 764
8808 666 -564
910 1702 -120
9464 8719 428
2243 5994 74
7105 6732 778
4379 6203 786
2768 8921 479
519 5702 -863
6047 2224 518
140 9385 -601
437 5271 -202
7288 7206 -624
5282 9311 609
2093 2214 -498
6471 4491 -538
9024 9288 926
5461 8292 -545
9294 3334 -984
6213 9369 -904
3166 1191 -435
7235 9028 -18
2200 2868 -98
6722 168 -27
4305 269 393
1968 9674 478
994 3362 -417
910 6425 356
1290 2805 -815
967 5901 -532
3420 5593 -324
4824 3085 275
2795 2930 615
3679 5575 -317
1107 2473 716
8116 856 -306
8925 3055 -786
2076 5681 -850
1397 8015 776
1782 3449 -114
8964 3753 86
831 9277 -927
8332 5436 -232
3735 7244 -381
6293 4413 419
1387 4061 262
57 3603 965
8574 1743 155
1833 9279 -555
7920 3742 239
3410 3254 392
963 3558 -885
3289 4493 793
1655 1938 178
3393 3924 -444
8603 7477 -650
1731 8705 -411
3886 2618 -689
6754 6606 -286
9269 7853 -315
3691 1178 121
7354 1960 -24
3857 3589 320
8887 395 392
9559 366 -672
3609 4488 302
2429 3655 989
7899 4489 -828
9743 7431 -571
5893 5875 707
8954 2544 -789
2088 1482 -559
1892 7568 668
7518 9410 555
8986 8116 582
971 6017 -231
3199 2808 -560
5639 2636 -384
3032 991 -597
4137 1137 -137
8072 1394 901
4882 2386 -699
6614 1859 692
5930 7856 483
3612 1220 236
1386 3869 -48
3702 9532 818
278 3572 -692
9343 4508 364
7167 5741 844
9695 6812 -984
2077 2982 -684
1045 1341 -109
4252 6966 362
9353 1588 415
6901 8902 327
2206 3196 -215
5144 8893 878
2043 1717 -517
6421 6741 -858
624 1020 482
8330 7238 962
6899 4441 -589
1563 4375 -255
6698 8886 734
1967 7771 169
7526 3071 871
7013 375 295
9141 8046 506
9562 7234 -812
5999 4785 413
4008 9226 -219
8418 5857 783
6116 1525 669
3685 109 -971
9209 3679 -854
6860 6407 -73
3751 2752 683
5745 5504 -85
4309 1889 15
5132 1170 812
5226 2026 587
8514 611 -10
6688 8747 -615
4524 4289 -299
1475 894 -782
6031 20 -125
345 102 561
5543 7065 249
7613 4043 177
2385 9635 529
8338 3278 703
2188 1196 66
8761 8261 798
4583 9509 517
2717 1098 -260
4796 9267 -520
6412 9209 -231
5210 6371 -592
9391 6956 761
2507 6092 796
9290 501 -171
5888 4594 156
7081 6692 348
5798 611 -568
9237 1830 382
1992 1738 -907
4183 2211 -649
8666 1030 1
8769 8800 184
9157 1590 105
51 5147 -150
6944 803 971
5879 8974 -838
1418 5405 -564
6970 5941 570
1349 709 686
7528 7829 -110
5706 4523 -488
1193 5378 -71
5970 3660 -833
6105 1495 875
5294 3742 -986
7081 4896 -999
3751 6529 578
2202 1016 -307
8851 6633 -705
6892 7183 -422
5116 8410 582
2883 921 364
2302 1606 262
9696 9780 91
8280 2098 -787
4984 1199 765
733 8478 840
8345 5981 699
7638 8030 231
5132 5816 -298
1777 1024 -992
6437 7033 328
8937 3272 528
3420 8964 -469
5155 9309 291
6749 6772 620
1278 8269 -41
1359 658 -754
716 4304 -266
9041 1045 527
7321 1826 880
9313 6940 725
2930 4426 91
2824 5906 -63
5496 1001 614
7505 3761 -794
5300 8927 -232
6569 3398 -306
8399 5046 126
9142 1594 437
3509 4411 -14
7522 6049 601
8400 1914 427
2226 1219 712
2214 7402 -586
9355 4899 -919
4435 8002 604
8620 610 290
5612 8577 810
3431 4074 673
2592 1600 852
4493 2600 284
4892 8217 663
8661 9026 -497
8964 433 927
5617 751 -860
3810 2221 99
8576 2417 -315
6013 777 -537
5042 4079 -876
3385 8561 880
2677 1484 536
6758 4550 43
79 3669 725
438 699 -410
9228 6472 30
1388 4544 -823
2862 9214 -805
9708 2683 725
2729 8407 -63
1596 2564 -911
4513 7839 107
6368 1572 -663
1880 4806 -855
862 449 -225
8398 8736 563
7225 6936 218
8115 1120 -118
2652 7775 435
8246 3494 979
7392 5833 -35
708 3605 -850
6373 3449 -2
8809 9345 624
238 6734 876
9424 3706 588
2462 1540 433
5932 8284 -824
5346 1790 -874
4096 2850 61
2136 5453 -25
5846 3179 117
1178 1142 492
9541 1311 -266
717 8833 -945
8049 717 226
2997 8647 332
9588 1838 -783
2767 8375 659
7388 8112 645
4280 1426 569
9626 2802 417
417 5537 -450
4004 4606 -235
6549 5256 568
5164 5793 -70
2542 7269 342
5305 4145 872
9139 9132 850
3281 3289 -400
6641 8375 -784
915 1447 -788
1578 3087 -906
1390 1812 -400
615 4331 887
8151 381 122
4521 9025 768
1781 1940 909
1757 1340 201
6636 9756 -806
9585 8565 -367
1904 8255 -395
258 2093 31
1321 9439 -289
2661 8300 -593
6184 1300 953
3205 3317 -818
7522 2501 -10
2518 3849 488
9237 6250 -140
139 7741 766
2053 6983 -133
859 692 709
9045 6086 556
8146 8594 721
8315 7349 -619
1326 7627 771
2428 1543 103
8790 664 -222
1206 8051 254
539 5942 -573
4426 8165 -875
1957 8498 -646
8157 6420 -71
619 3059 -79
3468 4891 -773
4266 7553 241
4968 6402 -974
7504 400 -478
9658 9027 -708
2177 804 922
5342 4949 159
2201 2937 -8
9344 8275 -128
2980 7227 -534
8650 418 609
7085 4867 -127
4260 9287 770
5175 4245 289
796 1393 -271
3263 1594 -850
4476 8183 -254
6181 206 12
5052 4509 -288
2366 4445 -371
491 355 -61
6567 3625 -478
3004 7259 792
313 9773 881
5330 8089 853
176 3088 -735
8620 7422 953
1236 3481 716
8975 6180 -75
3387 3663 723
953 43 -982
5991 2918 -492
7597 3889 395
3614 7065 675
8811 6766 -911
6581 1021 -537
6862 2881 -841
9693 2026 837
7582 2887 -59
7878 7799 429
9748 1174 -622
3396 1906 191
7502 1482 -874
3899 4166 838
5685 2821 -706
8252 9371 586
3498 2350 764
2085 3048 299
9105 2739 107
7646 712 -541
6298 582 85
4616 7433 -475
5396 7204 705
983 8390 745
4303 2311 -777
1467 6881 291
6105 6587 82
6451 1135 -25
6884 2142 746
6511 5857 -683
7689 3270 -879
4935 3622 -730
112 957 335
2392 1367 852
5190 3401 98
4508 1014 268
5251 8860 -348
8380 6580 -88
4740 5796 128
7596 1273 893
9278 8983 832
8956 1311 -160
337 3763 -599
5285 2107 298
8706 4259 -775
4289 8570 -831
3683 2569 -129
7340 2023 -1
2126 4085 -781
8998 426 105
9571 183 -314
6156 5895 -564
2212 2015 -847
1210 321 -623
5835 4022 -160
106 9378 -177
502 905 81
8550 3088 904
3284 4901 -309
4417 4718 -410
1724 154 829
2164 7163 965
1677 2082 382
3493 9590 -67
5438 3519 -868
747 3234 911
4447 4308 -916
3566 2254 -656
6550 6446 -562
2366 8785 738
6200 5095 -505
2014 1721 -905
6412 5335 929
9098 657 932
4646 5245 -586
957 1837 -998
2271 4307 427
3030 5187 -786
8159 3755 -102
2371 5765 -581
2861 6002 961
6676 318 670
6861 3807 -955
5135 5646 -581
4528 3280 -798
2861 6218 323
5961 7067 450
5983 1067 -265
8179 7377 -112
5111 2812 -848
9580 4249 -152
2835 312 -949
2749 6700 -125
9146 1906 643
922 6980 -9
189 7108 46
2651 3006 973
5072 88 785
1928 7227 247
369 282 -491
8562 3487 -470
9204 8513 -391
555 5763 507
5843 2890 -237
7938 3281 431
6328 6484 76
3970 7607 374
3124 6181 -731
3691 8519 113
9704 3463 -457
4255 7531 530
4981 1 501
6179 48 -697
3820 8389 686
3370 5751 -435
3933 286 244
3622 4085 402
2628 5302 225
5518 8799 -34
8777 9611 -210
8226 3368 806
7970 5658 -296
6506 6156 -181
8111 9460 505
9408 292 988
8950 3354 -120
1392 5684 -555
58 3017 -886
8441 9497 -487
4418 3948 18
8966 3587 -878
6077 8997 -280
8023 2208 -733
8625 9076 436
5406 9231 -460
7927 1599 696
4965 9661 364
2307 4795 739
1727 7275 476
1479 4697 -738
8013 8942 393
3597 9148 402
1425 6128 -547
3799 5599 258
2565 6615 724
5681 4147 -290
5986 3640 463
5364 5546 155
5745 1045 886
2329 9141 667
8857 9383 134
4597 4261 618
8392 4261 -918
8578 4526 -503
7290 5607 463
5443 9734 -53
865 4899 384
9191 9252 852
3368 2855 -564
3386 9435 889
5854 1179 99
2076 9112 -816
4579 4596 533
5079 9431 -337
9559 4147 -791
486 6468 -682
7287 2237 -883
3801 4166 -550
4677 3400 367
4162 4539 -277
6081 2686 -94
8950 759 192
6516 3645 -551
6437 7615 325
6866 1393 -241
2843 5198 398
7216 1899 740
2079 3693 -462
2935 4563 325
2659 965 71
2742 1805 801
6179 5471 -777
903 7805 -490
7516 4472 861
168 8768 563
1929 2789 521
5065 1696 -949
9607 2565 -554
7419 2993 714
5474 9368 62
6203 7901 382
8961 4160 879
6867 4359 792
9008 8264 -394
1287 6201 342
6745 5992 828
248 8269 -735
8975 6464 833
498 7570 -926
2922 7866 939
9628 3171 224
3232 3131 -159
8593 7246 437
4856 7909 752
5365 5800 901
4555 2152 -55
143 1348 -249
8056 2439 -808
8311 4202 147
614 911 -489
3562 8570 600
8205 5360 68
674 6507 -187
1191 9409 -350
6658 2998 340
5401 5874 217
919 5356 924
1733 5201 -726
3602 7349 -212
4645 1192 -818
6920 6382 323
220 8553 -239
718 7837 399
9074 4768 373
3041 6520 959
571 4012 627
2267 3274 356
5931 3339 -276
347 533 -420
2759 7200 -428
2505 3741 603
1603 641 262
4773 5303 -433
6867 2699 237
9263 2003 832
5835 8923 78
3163 2473 401
9188 1544 866
3173 3861 891
5722 4677 362
7448 3946 98
8456 4702 231
3817 2443 -950
8605 6521 773
5649 7679 -81
1541 7774 153
414 7954 516
8905 2641 -750
1023 1416 -771
8374 6831 -373
3963 967 436
152 6301 -851
9344 6864 607
8042 5013 -578
3771 7651 -61
4478 2428 -756
6414 8155 -269
2633 9170 -190
8777 7140 -442
2322 2339 -716
8247 6166 -731
7411 9278 474
7147 6260 126
7111 6662 575
9517 8611 -486
5017 200 -440
5798 7179 -255
970 7689 680
4320 2896 -109
9501 7767 140
8866 8856 76
3028 4635 -768
9321 9725 184
9231 3352 55
556 4225 995
6232 7437 -454
9736 7868 910
3071 5789 -876
1664 2419 750
5185 7414 -378
7942 1381 271
2091 4068 832
6799 8313 176
9741 9633 -732
4076 844 -509
6644 2435 727
1295 1305 115
1973 6411 398
2251 5989 186
8174 6438 -671
1571 3833 -369
1232 6625 -729
2288 7211 -333
3449 3894 -608
9492 8600 578
3214 483 -921
6626 7174 235
1729 8280 -550
1550 6495 72
525 638 94
1920 3198 155
2914 1355 -244
3545 3684 -519
9265 7936 383
8762 2131 -760
6382 105 544
1376 3703 6
8429 3698 987
9593 4697 528
7004 8003 -561
3457 8217 727
4199 4484 -375
6987 9303 -667
2884 666 -507
203 8708 263
5358 6911 288
4349 9086 136
7195 5428 -70
4941 5048 391
7581 3668 -923
7578 8885 952
3580 5999 790
5600 354 -823
3350 8173 -824
9282 2820 -491
7942 1600 -438
8774 2072 39
6352 8898 -636
5490 1034 807
5820 4160 -858
4590 800 -904
1346 8192 202
8528 2093 -807
4839 3937 -402
1560 7407 -601
119 5891 418
759 9350 855
8757 9553 311
1602 4288 733
1693 4871 533
2100 8417 609
8818 3460 449
3721 5238 395
2157 6143 -263
683 4392 132
6725 861 -828
8842 3493 448
1994 950 -564
228 5497 774
9034 3162 307
9163 8848 -761
1029 3936 -314
3634 4742 -336
2170 5505 -982
2819 522 416
7789 4363 -760
8026 3876 563
4870 6690 610
6723 8375 223
7316 3785 164
7863 7349 -6
1529 3490 996
5420 1220 933
4464 335 921
5708 7397 -657
4432 1693 648
3371 149 61
3723 8227 -62
4498 2763 -445
325 4768 755
7905 2730 -68
5527 1061 397
8727 7875 -757
1670 2835 43
3195 1463 -565
1451 2796 -103
494 1333 -700
2030 5798 -662
3115 6973 -849
1096 7528 -994
3182 8078 -5
3826 5390 -866
548 5380 602
6971 7808 171
8989 2210 -461
8440 1128 -953
2690 1150 -74
1998 7965 -662
9769 4933 209
5082 6922 177
2015 2423 439
9605 5144 -996
5650 2605 -974
7857 5707 248
7000 8543 48
9347 8408 -293
1273 4658 502
8061 4079 -374
3539 3921 -701
4232 4000 -532
2828 3701 -846
3960 7915 85
7633 2652 -894
2273 4576 -150
541 4324 601
3832 6490 -950
9092 2412 611
8723 5551 -406
2626 7694 -873
942 4403 -666
1016 4765 -943
8754 803 568
670 314 750
7908 3682 -585
8529 1121 96
613 8711 401
2463 4768 -804
1789 1497 17
4826 6709 -50
1709 4595 -648
7412 287 -517
8118 3227 150
1680 6380 830
9395 2810 189
68 1455 736
2866 9512 939
8966 1603 118
3888 2998 648
8927 2653 315
4099 3597 102
1545 2962 -807
1684 6981 -139
2656 4180 -736
8026 8241 -543
4894 8214 -730
6920 7927 -715
4747 7140 -835
9085 7227 956
2164 8272 931
7170 5984 76
7295 7824 -613
2722 4733 -320
7643 981 -453
9742 5342 -79
4992 4819 711
9078 466 -900
5141 4706 -524
5783 9620 815
7626 2396 245
4883 9676 106
6989 256 586
6467 7229 218
6435 1243 -767
3684 7303 425
1722 1916 -519
4861 2592 638
6671 7127 790
9211 7161 -583
5703 2844 306
7738 2166 476
7916 8228 -424
4703 4070 290
5870 3890 373
7945 2263 630
4683 704 228
3081 811 -778
1335 3718 158
3466 4233 -267
6861 5227 -961
584 1726 -800
2071 6977 -647
6605 556 111
9572 8061 -964
9135 3864 -230
7384 4383 -957
3619 5541 -694
9272 5155 -731
7508 6129 538
7515 3303 -760
315 4028 -921
8315 9641 -579
7336 5330 760
8488 2229 -57
8350 3530 -403
3488 8728 304
6171 3534 -931
7443 5903 -444
931 2112 922
151 9648 531
6945 6257 -961
5231 106 -993
9055 4863 -47
7092 7741 312
5287 1795 -397
3339 5496 613
1635 4951 -618
5688 5934 706
9311 286 94
9282 4872 149
5471 1301 923
9210 671 -246
2385 8314 -887
9721 918 808
7297 4619 775
1468 8476 228
8147 1481 -739
4210 448 277
6044 5017 -981
7403 2098 711
4325 6396 -808
3866 4864 876
523 8873 379
5924 3759 -221
6700 6748 -209
1073 932 420
7213 5123 877
2383 6986 774
5343 2009 -717
5507 197 473
8674 1795 -580
5358 9003 -970
5598 7957 919
7688 3669 375
3847 6567 786
9709 2593 873
7299 8144 140
7936 1768 87
3835 8629 995
9630 1239 -529
9279 6089 -447
3701 7429 -909
2533 5564 -539
305 967 -826
7126 904 294
5233 1339 34
2476 5420 -133
9405 2432 -637
7495 1854 960
2347 4550 -298
2942 4115 -471
8111 9410 -495
2644 7385 -516
8405 5575 130
7006 7024 -11
7439 540 341
6907 594 712
1390 703 146
2634 5852 -587
7327 8380 231
2902 8845 -232
2817 582 687
4030 581 190
3152 4638 961
901 636 964
121 226 -411
431 4653 -133
7904 8782 -150
9153 464 -836
9391 7016 -239
7495 6573 -559
5674 226 -97
6160 5013 -650
853 8492 610
1235 8561 432
4698 5245 -504
921 8031 -632
1020 7523 -653
2705 3450 653
8752 769 -230
4993 1472 -357
4057 4602 -370
2998 6523 299
8752 280 -211
3211 5089 427
333 8069 24
3865 8337 947
209 2089 782
8381 8130 186
3881 9567 515
225 2813 560
6021 1714 -295
4122 7135 136
4039 5810 522
2972 2084 -229
3552 260 100
5493 2085 742
