18
960 877
288 374 -826
802 823 878
612 351 177
765 617 -219
618 550 929
585 590 409
321 866 443
309 661 123
559 718 51
517 763 -77
568 294 707
58 439 -563
492 533 -712
51 675 550
6 666 705
851 578 -799
733 457 788
654 441 530
615 372 -425
793 451 -55
181 461 804
782 435 116
431 804 443
235 313 171
742 333 -375
181 499 -547
42 319 621
454 412 147
763 27 290
96 785 -584
598 849 -808
629 757 65
466 144 -534
208 377 -756
348 34 -980
118 280 -161
872 464 -50
837 445 967
632 556 -848
483 450 415
25 87 488
73 630 -885
634 489 -430
648 418 910
230 474 51
405 457 -341
625 208 759
241 255 666
714 553 425
476 494 468
494 62 823
731 419 -525
506 235 -963
437 32 -647
203 425 -185
604 642 227
749 462 867
249 682 -158
536 400 608
639 215 71
808 688 -364
141 617 -596
161 56 -830
183 801 -244
664 90 -38
581 849 -769
417 249 288
196 543 629
215 176 -86
861 334 495
658 334 -978
77 872 -7
299 282 -990
487 464 248
833 760 386
831 416 115
650 834 397
490 443 -544
60 737 -958
276 629 822
253 543 -560
300 787 856
299 32 444
112 734 651
787 336 780
396 55 -213
608 827 -227
726 573 -282
779 781 807
316 34 448
540 53 -863
271 712 860
643 598 481
860 805 -756
574 713 -554
836 222 -78
387 816 936
796 503 -507
28 699 -541
756 201 -546
308 577 132
18 851 64
543 559 -187
217 113 -638
258 53 185
493 700 -266
110 709 -737
676 475 -866
789 98 970
564 668 -197
10 124 874
421 708 -275
839 325 -929
824 36 -826
218 389 661
64 821 377
470 696 -947
372 155 -140
857 267 -961
586 654 216
220 605 278
63 90 -450
48 453 286
233 211 -95
349 399 618
29 653 909
707 355 178
255 83 735
705 303 -366
645 781 -510
364 160 365
379 849 115
242 808 512
318 697 88
128 32 -848
419 619 -41
627 664 651
792 524 -813
685 804 589
32 212 -359
174 566 445
31 647 257
830 420 -46
743 760 17
54 206 920
495 796 571
799 163 -899
348 393 415
806 719 -158
78 418 -581
243 787 515
95 515 156
515 251 -328
273 112 -999
828 365 -278
586 849 -834
526 578 -853
307 100 -177
324 710 659
189 842 -466
237 202 516
103 612 287
563 436 650
287 732 620
551 236 201
720 629 -166
626 270 154
136 479 545
868 530 875
710 498 994
148 580 -148
147 567 -287
479 461 245
580 45 -319
517 533 657
656 735 344
211 236 765
675 454 841
260 16 -423
777 504 -355
873 765 -852
575 288 711
776 2 -980
4 310 -854
268 135 -285
101 722 416
563 500 -872
597 365 -600
60 715 558
110 634 -703
379 614 -726
295 725 -484
258 248 -889
174 255 -297
438 317 -39
240 324 -709
103 658 583
592 357 844
40 365 283
518 524 -981
542 516 -224
177 309 -82
345 548 732
619 571 -610
708 754 -947
839 76 619
57 753 728
448 690 -973
815 59 -740
604 275 145
624 132 -213
814 497 -267
66 653 425
304 312 -907
185 677 -816
809 183 -110
337 419 351
626 72 888
398 318 -513
724 202 -680
880 817
832 370 665
202 444 -474
309 175 489
75 648 -747
545 489 754
534 61 -773
222 162 -494
78 734 560
427 400 -502
731 666 229
303 739 443
566 478 678
292 535 765
673 471 -755
851 198 -355
842 146 -108
565 214 -482
87 540 -343
837 620 -880
259 532 -868
392 801 287
324 400 -888
321 98 -758
613 50 3
352 760 -550
7 211 439
483 362 -732
140 574 169
401 847 -994
16 563 260
868 142 -897
826 622 -889
248 607 -470
107 61 926
606 86 -287
238 744 -240
184 45 -296
162 307 -496
76 201 247
640 204 -622
669 347 888
163 136 579
554 98 417
347 786 947
805 414 -233
807 776 -655
577 657 -813
418 859 917
222 797 342
544 661 591
661 317 -238
667 24 -594
227 437 -362
828 106 580
382 737 -436
852 562 -232
480 523 -442
628 546 905
698 842 -63
571 741 -150
455 576 932
660 626 538
664 672 966
314 849 582
390 284 927
711 744 171
165 680 -813
316 812 512
871 570 -957
45 479 -797
829 588 -197
61 487 589
831 435 -854
87 820 94
805 320 -702
552 746 955
697 20 303
469 708 343
752 554 221
188 731 487
732 848 435
303 585 688
13 36 557
855 866 -597
789 291 240
829 40 -377
165 472 378
202 54 386
189 533 -997
400 635 27
37 567 -447
68 250 88
620 451 18
773 437 -88
702 168 192
578 286 160
382 312 473
362 820 -669
742 192 115
117 544 -650
804 636 544
809 674 -242
30 309 -200
599 786 -91
122 826 141
799 129 38
645 863 -268
767 707 -44
825 123 -561
705 332 -599
640 420 493
507 102 -279
651 534 -670
377 161 -240
643 806 652
49 557 426
715 193 -383
837 340 -314
64 256 -114
246 813 -954
463 107 -893
764 791 969
462 73 -955
627 22 -67
169 101 247
411 196 476
214 773 -215
414 309 884
712 259 -441
505 860 709
348 694 280
611 648 582
749 144 -506
71 250 409
633 560 -138
414 64 682
239 421 167
612 659 387
182 232 -309
108 871 -837
140 849 -118
714 768 -340
756 142 985
741 878 -993
136 475 -944
532 430 299
756 1 -988
730 601 649
204 174 834
792 250 568
11 760 394
420 160 856
699 349 -911
633 501 -596
848 351 513
399 852 46
143 538 -917
127 742 190
66 854 557
282 858 772
795 36 247
682 231 98
1 449 -389
856 669 -277
545 163 578
65 710 -741
706 73 -761
738 593 -633
522 529 -874
261 694 629
56 314 -125
264 146 -656
534 796 957
547 766 -509
681 254 -856
763 517 -791
332 638 11
131 432 -538
736 180 -754
232 603 -12
176 230 706
539 71 -631
343 754 -372
260 49 -813
872 280 -780
652 271 120
787 871 -957
842 8 -526
250 756 428
110 64 -857
728 519 -543
248 517 -464
190 642 511
345 764 4
710 843 7
316 738 -727
325 626 927
560 863 -364
69 747 601
421 528 -186
865 165 296
641 846 829
29 562 -410
207 239 529
110 68 899
278 391 209
677 312 -476
586 509 -358
537 437 -270
735 707 -295
139 792 -61
604 423 -992
301 437 -842
76 660 661
465 800 -712
201 222 -811
352 308 907
714 227 792
317 648 156
242 663 960
126 332 -574
13 490 194
840 414 329
306 351 640
71 516 -914
49 503 370
491 742 788
125 415 599
594 145 776
570 860 -709
857 870 318
257 458 401
776 581 386
818 487 472
728 218 -370
394 616 83
300 102 -315
797 722 406
233 242 792
677 31 261
738 199 -241
248 262 91
395 554 -121
520 715 633
465 331 -377
796 650 -902
502 598 -750
437 51 -700
664 776 -343
45 425 569
674 816 846
235 214 -785
834 548 253
447 655 -610
78 267 -788
596 528 329
458 3 -468
294 349 -611
627 389 -463
532 744 -476
547 247 -394
676 268 817
447 119 -634
202 234 449
173 324 491
8 272 -361
813 69 210
205 87 -637
762 275 93
735 709 314
77 343 -396
602 445 795
67 324 -825
311 619 125
234 226 -967
514 667 537
692 260 326
192 565 44
312 787 -564
52 486 -716
575 757 -14
49 429 192
192 100 727
304 75 667
476 11 -569
243 848 -627
187 126 194
770 476 378
88 31 92
101 499 851
464 617 -731
208 420 -845
717 12 511
39 4 -900
294 159 481
300 747 735
70 317 729
452 773 470
492 696 -934
643 151 -779
134 496 951
814 798 -65
206 123 -882
664 671 -650
293 872 -245
678 244 100
624 90 334
421 646 -774
33 828 943
428 700 -888
184 73 -2
148 529 -36
295 144 -873
321 692 727
429 662 -570
163 396 697
323 105 612
502 222 89
220 664 444
566 466 -246
746 689 781
39 613 -939
3 311 -548
822 236 -363
725 631 39
111 790 653
483 24 -610
474 774 443
775 719 739
879 464 -579
310 558 -275
180 323 982
497 686 661
793 599 847
799 250 -440
663 697 -171
857 473 832
362 812 617
719 451 -151
581 379 58
437 614 968
646 345 -35
806 29 -978
746 279 730
745 345 -55
124 776 -452
702 356 507
217 7 614
366 466 572
701 357 -701
727 465 237
584 494 -498
514 661 -118
839 608 -752
579 462 -927
783 101 869
628 286 418
745 817 556
811 302 -74
729 36 72
701 66 959
648 477 724
150 666 987
210 123 614
532 573 943
435 92 -33
730 360 859
761 737 556
814 774 -200
401 407 37
247 641 152
375 622 -248
599 32 387
374 355 -747
191 180 866
385 744 357
785 295 119
293 610 811
112 411 84
278 632 -804
289 637 785
435 291 623
225 528 -474
763 519 -706
632 193 427
712 135 -396
433 192 458
543 146 -927
734 162 -998
533 616 205
705 493 63
558 57 178
673 391 285
18 339 -380
846 262 487
506 700 386
249 833 662
196 305 472
594 119 -748
271 869 -442
407 41 -340
539 284 -110
479 416 452
560 253 873
392 679 -460
372 844 958
58 78 -873
459 35 922
257 496 160
107 470 -929
472 570 209
16 361 -35
53 512 738
356 19 -337
381 821 -711
513 827 568
357 554 413
52 871 -819
2 817 -534
812 700 573
310 196 84
529 436 -482
424 676 909
467 81 -486
589 445 679
741 201 30
226 194 -989
340 8 227
241 757 -152
872 844 686
32 254 -737
614 571 875
323 140 -187
690 378 669
195 119 -336
372 747 -371
786 363 -466
223 352 956
817 113 396
544 414 -36
732 208 -133
864 421 297
52 689 844
425 812 472
498 265 555
323 812 872
345 312 615
248 814 221
189 625 -150
265 468 746
785 467 425
244 217 451
647 238 895
650 130 151
685 760 980
675 745 480
40 858 387
255 798 -923
475 766 -227
158 791 71
375 553 83
519 379 223
48 873 367
380 364 -334
348 62 984
506 726 -520
48 710 248
336 157 589
105 675 -919
114 112 -105
320 879 -575
69 330 706
259 713 482
334 462 1000
389 876 978
227 809 307
220 186 879
42 306 -698
136 173 -266
582 131 -41
254 393 -439
252 456 -863
735 131 -859
566 633 -397
223 634 -811
564 666 -752
300 533 812
880 304 572
301 356 -344
836 802 348
606 638 -658
631 696 40
66 111 -799
359 668 -1000
809 448 -270
174 592 -437
495 598 -446
315 758 768
267 228 415
479 475 -474
696 10 -179
510 209 -830
753 503 -219
298 369 -285
312 356 735
567 413 -814
553 219 -628
441 360 723
332 782 961
142 458 697
48 482 97
742 852 408
68 325 450
777 326 -806
173 409 -23
253 593 513
329 487 288
114 429 24
642 223 -751
699 140 -757
509 31 786
260 403 900
362 844 -768
12 793 84
793 356 -771
161 730 686
744 611 -834
708 172 -467
856 661 -346
797 880 -932
563 461 421
435 110 -789
809 172 678
329 115 -990
191 757 683
76 407 122
659 130 -612
625 78 -127
628 807 14
773 231 -596
419 413 538
434 226 516
807 400 -642
170 420 575
613 567 -134
413 15 140
81 584 818
830 38 935
629 214 -736
851 809 -896
105 339 -694
605 766 -141
520 531 -429
747 521 903
262 314 -585
316 428 -257
414 296 28
849 495 -593
527 599 -151
537 507 974
607 330 782
439 104 347
567 521 120
611 761 557
300 472 290
352 625 928
585 67 210
191 63 34
166 693 -52
16 201 -699
97 799 -33
611 449 332
768 849 694
678 697 874
131 711 -290
323 91 255
433 45 -818
604 374 185
115 14 -78
700 503 -215
749 18 -438
329 619 -217
127 10 103
315 9 138
683 540 -43
473 278 555
167 601 -210
10 353 -13
121 446 -682
748 738 379
710 410 999
417 588 827
356 785 752
23 712 -794
469 583 -762
621 684 -276
310 623 -975
529 343 538
474 363 -380
481 575 -143
554 83 695
801 4 -124
435 541 -358
327 556 -445
313 358 -106
176 285 400
108 593 -402
637 624 -505
750 263 -413
657 658 717
288 403 -871
224 210 3
165 602 -526
502 479 -981
196 337 -782
339 182 251
237 202 789
463 755 137
50 757 857
213 701 -258
682 805 -652
617 799 -458
869 320 -285
875 339 37
381 271 572
375 230 -165
292 11 -874
718 276 -946
205 877 -637
353 867 775
778 589 -475
657 865 279
416 275 457
322 388 -957
425 708 -626
426 4 510
218 551 -227
156 629 844
669 733 -38
72 104 -293
428 840 -176
335 202 799
59 72 -938
380 712 -914
820 731 837
721 72 444
468 746 -847
171 133 -152
660 548 -555
544 128 939
818 173 -12
875 304 234
170 68 264
319 399 -450
857 677 -549
825 793 -811
645 101 -558
827 395 -418
330 489 -95
155 547 -907
263 48 -250
568 557 -362
699 436 196
777 424 341
781 262 645
320 19 -18
422 829 557
18 858 960
407 352 -874
652 762 794
304 582 -533
589 105 -196
697 736 770
508 858 -222
549 690 97
242 753 466
37 66 -706
694 40 852
30 446 -924
47 553 278
168 659 -896
720 208 669
163 863 746
235 219 -589
704 776 -786
524 804 -939
149 18 -144
248 102 576
479 417 609
577 72 162
841 569 702
87 99 -861
785 236 -726
608 122 770
433 842 552
160 468 -748
708 278 -153
529 170 88
318 110 528
359 380 217
337 290 296
176 820 300
245 365 -905
83 78 -76
323 119 -390
270 675 661
818 800 -3
423 134 597
115 352 -946
264 55 908
263 234 55
803 433 -346
672 390 -726
334 553 -972
370 240 995
562 247 279
417 865 740
470 670 -408
858 862 -172
356 131 -973
226 164 -427
716 669 138
104 619 60
840 543 -870
645 530 -730
146 559 567
427 261 983
867 586 -489
720 491 -819
732 414 -605
425 771 742
799 609 -970
827 312 -820
429 800 -652
558 404 -490
368 398 677
701 190 -912
458 295 -50
375 760 640
472 769 12
464 311 -225
161 750 812
588 529 798
431 628 204
416 644 -607
497 37 747
354 27 -261
662 310 683
781 700 -864
448 600 137
42 391 -900
837 358 531
495 407 587
98 359 -256
291 130 461
796 334 709
151 663 -502
744 433 -409
464 31 70
198 162 -520
877 770 292
698 113 -331
162 509 107
822 757 -535
66 438 705
139 675 -527
844 653 -76
801 599 -398
615 27 -6
755 460 642
48 358 769
128 805 976
146 233 -135
284 528 198
434 322 869
461 221 887
513 680 -898
682 263 -234
862 371 326
109 504 -19
139 121 -895
314 602 303
572 79 392
839 412 -133
393 99 -99
350 654 985
44 200 -632
782 110 978
484 253 -242
511 667 -519
728 320 -460
812 260 -473
97 824 638
763 729 -619
503 264 -929
836 216 -882
328 693 792
522 855 161
103 88 -249
100 185 -551
664 403 647
825 813 919
770 749 842
42 498 -114
800 658 889
90 839 -297
192 292 631
593 155 676
143 658 601
607 829 -589
593 335 -744
61 648 -764
309 580 750
588 855 -94
461 5 -81
538 307 281
432 727 501
847 837
112 396 -896
202 616 480
652 840 647
171 302 253
248 359 -380
588 248 -828
675 123 567
628 465 215
768 615 788
234 319 281
523 799 -870
730 765 812
728 432 -338
328 558 -8
581 694 -916
766 204 4
455 587 276
317 63 -324
343 441 -93
549 477 -196
549 7 -636
56 736 873
339 223 825
203 102 171
599 390 -328
348 262 483
384 189 -957
50 194 -715
395 612 -199
295 281 784
703 367 -746
587 312 2
781 379 -173
532 439 -523
294 747 -635
417 159 2
745 219 349
10 371 -485
778 404 -59
485 234 -743
118 611 -63
29 756 -742
15 115 -598
540 628 -725
5 790 -863
354 395 555
841 584 -825
672 558 840
179 693 586
426 564 -442
112 21 146
274 143 -603
58 233 239
219 330 -743
388 272 -57
152 91 211
518 294 -404
317 729 991
349 225 843
689 171 370
42 556 781
631 545 -384
656 106 -600
296 22 898
261 807 410
8 536 381
823 776 219
270 224 471
8 238 48
94 553 -642
684 187 -399
333 292 -812
88 774 -224
31 797 -236
271 536 410
105 360 -726
322 615 694
59 589 544
756 39 696
531 244 938
83 126 481
732 76 -261
787 96 -128
481 842 -937
430 278 829
384 407 -51
555 413 -834
71 751 133
603 764 -45
486 35 -172
504 520 -572
666 45 766
162 276 198
642 800 -394
464 652 804
451 603 -765
487 331 488
518 756 550
202 261 -180
763 40 545
313 516 547
387 842 -84
256 588 -633
597 701 482
606 4 386
692 688 317
513 499 -17
237 724 -759
323 690 347
330 847 -109
323 403 748
73 549 -882
451 481 -508
66 436 -214
342 785 748
199 559 427
833 744 159
643 592 -563
417 35 -898
829 664 210
427 86 -133
210 835 499
461 133 773
716 70 -636
327 644 268
183 451 -17
482 371 -155
652 473 -335
660 328 881
171 785 207
375 196 323
273 304 615
53 442 -584
622 576 -710
262 364 -452
754 398 -950
765 69 -93
589 99 -615
519 434 415
756 477 31
367 336 330
837 276 344
123 533 438
633 453 -415
698 240 558
189 464 492
433 119 569
104 43 -97
284 479 78
654 688 859
119 303 0
161 711 301
19 698 -168
219 353 -416
798 139 198
617 68 -742
177 406 450
241 721 -545
7 646 -216
483 479 804
464 676 -69
810 596 246
375 534 -812
129 248 -50
523 417 943
374 838 -5
791 605 -865
57 736 -317
359 786 -111
626 837 -799
437 310 546
761 353 -480
297 375 620
765 134 -715
148 185 421
377 835 939
383 85 -708
777 596 -848
165 248 -445
547 689 -294
230 15 -784
511 445 805
44 288 981
238 446 968
68 150 651
70 627 -729
284 491 -357
59 760 -67
612 94 867
756 382 445
393 336 321
249 197 954
102 799 18
446 523 -480
204 572 -627
579 386 -180
296 697 -826
267 482 -57
767 197 708
438 40 -200
594 551 584
527 382 -163
771 119 347
651 390 -725
768 693 -784
62 702 104
16 13 459
38 516 175
546 786 360
554 433 844
573 75 -176
493 226 -297
743 728 -658
501 540 541
333 666 541
144 241 331
20 821 74
610 30 810
424 27 22
843 137 -315
836 184 499
765 606 790
601 436 299
822 35 -406
72 621 677
230 36 -898
647 667 -883
170 385 832
430 122 947
641 736 -552
140 258 -323
164 301 -473
312 35 -130
258 828 -568
805 345 277
484 697 138
390 306 314
787 160 941
720 424 790
330 416 139
655 842 -22
205 135 -883
66 680 -300
522 400 333
596 626 145
116 605 -751
632 35 -574
168 212 812
820 33 842
580 706 653
841 458 -290
734 93 474
704 433 -46
292 41 -190
665 697 -43
806 527 759
661 170 307
828 374 38
790 661 -571
340 751 -956
487 783 264
649 53 516
300 588 146
350 548 -680
349 146 -52
615 538 83
533 65 937
181 447 -240
530 333 154
155 555 -962
64 151 371
287 192 -991
404 749 346
513 777 462
791 344 497
524 637 47
506 354 766
741 264 985
676 369 986
13 240 -37
126 565 599
21 282 99
507 540 482
165 729 704
312 233 -308
157 561 970
294 746 -214
469 470 521
515 11 -991
187 727 -933
205 655 -746
542 605 969
576 667 -266
805 665 -978
120 432 689
830 244 173
722 677 5
216 524 -101
654 416 -934
313 163 -755
774 732 462
537 5 18
757 759 -214
559 329 152
510 100 -513
640 459 -189
746 464 110
644 172 853
824 261 -133
505 245 88
197 230 500
642 192 -184
731 281 870
30 236 -23
566 553 -183
232 575 553
751 590 927
756 123 338
44 756 668
35 26 -316
395 56 -795
134 660 -591
321 626 -111
381 511 -270
73 448 -437
590 829 -679
53 278 -827
98 324 69
847 37 -544
629 845 -511
156 372 -852
787 708 -497
570 664 19
100 513 -761
409 415 273
617 199 658
616 346 654
297 216 628
701 476 -216
811 407 106
164 573 -450
675 317 6
448 349 -241
474 569 -788
841 415 947
200 152 -222
121 531 604
382 237 159
761 115 -617
286 7 -507
158 343 911
651 102 935
300 90 789
352 623 -104
9 729 -835
241 396 629
60 389 728
426 379 -95
555 633 -197
137 651 -596
40 318 621
583 505 671
199 111 674
527 626 -800
688 143 752
35 115 -107
318 77 277
759 88 -650
324 630 -687
289 384 543
747 685 -126
747 750 -322
593 639 -786
350 219 -532
428 666 172
109 639 300
792 500 -459
215 103 884
20 535 560
730 682 -261
265 327 -496
441 652 -428
355 517 802
706 699 747
41 66 6
492 547 -937
206 345 -198
831 564 727
66 153 -539
424 541 703
478 634 691
312 463 -137
465 62 -907
585 300 -810
596 38 -41
392 749 -655
571 750 546
164 568 -898
308 610 908
650 450 -860
499 446 930
267 171 994
555 761 885
49 526 722
499 149 686
354 672 -880
371 817 -692
225 156 -203
340 701 802
156 304 688
437 202 -604
68 423 649
22 492 -180
27 514 157
695 425 6
378 319 363
541 16 955
310 364 420
675 187 431
751 284 808
799 37 996
602 347 -357
584 318 339
129 38 783
559 354 -548
586 86 110
185 415 -275
135 439 -796
384 524 -633
416 424 -33
329 155 276
82 255 929
693 376 -506
459 775 -261
36 529 889
611 98 -570
92 5 -491
490 814 -755
735 129 852
766 23 517
665 276 664
282 200 672
455 562 277
561 669 -878
567 106 -884
629 591 -634
247 650 -843
793 37 -776
628 784 -889
45 195 -367
502 618 760
20 7 678
504 431 -915
239 586 -460
571 786 171
831 577 -724
474 660 21
287 366 225
64 292 -117
83 240 693
518 841 347
589 375 -218
107 343 981
716 656 -339
8 104 -825
567 4 -849
330 631 414
286 84 816
564 8 -89
616 339 -397
498 120 781
774 246 925
476 142 -998
553 3 240
429 684 -329
452 498 -10
373 543 -145
67 715 -86
490 11 -735
373 165 42
365 801 -944
550 400 -701
535 165 375
391 107 978
615 443 -258
350 689 -789
104 437 804
486 487 -405
121 144 888
303 141 -833
72 307 735
111 604 51
730 376 -249
182 518 -395
413 843 -10
439 175 716
778 432 606
163 766 764
231 780 -832
307 651 428
560 830 -764
59 464 55
821 258 -730
557 248 -45
261 554 -972
232 554 -691
40 746 258
86 26 -954
397 351 -943
586 214 666
186 3 999
733 83 -218
26 530 -212
90 333 968
793 391 275
450 677 269
401 447 541
336 132 -753
764 459 919
163 208 575
371 362 -850
541 634 -620
306 803 208
212 536 725
450 435 -923
358 510 -603
518 681 -167
318 106 469
695 782 -37
110 513 178
794 543 -993
774 458 145
739 783 327
538 801 -103
739 518 283
201 85 -464
240 553 976
406 312 990
207 353 230
139 283 -437
657 749 976
386 708 317
294 505 -448
653 489 844
576 7 720
458 179 -943
346 550 -333
216 266 689
766 137 -898
1 63 29
453 800 819
471 663 613
522 608 198
630 796 84
817 68 56
404 765 485
394 802 24
343 410 -666
251 777 -776
739 206 128
241 789 824
582 764 -791
647 713 -688
775 580 3
126 127 146
697 847 -204
276 17 400
43 606 -547
473 29 -588
835 780 467
172 174 -972
707 72 978
695 148 -871
133 158 816
51 443 -202
276 220 724
74 241 -435
40 363 128
402 164 -249
74 651 579
664 403 -815
132 399 -332
420 427 385
454 784 741
823 276 -79
209 697 196
197 691 745
471 28 -431
198 349 926
598 546 234
554 738 148
774 794 603
245 766 323
367 523 224
352 688 403
810 556 428
468 549 -174
34 751 841
157 417 629
350 371 253
397 315 -649
729 427 780
841 555 208
169 840 -508
53 778 896
451 601 -540
733 576 358
58 84 -619
713 608 471
646 447 205
135 708 -753
791 12 -18
16 613 -768
76 823 -458
385 769 870
567 786 536
567 465 -762
433 97 -499
317 432 244
310 87 -116
373 663 90
527 416 -504
789 216 477
162 346 265
333 195 -761
96 125 491
209 377 1
275 210 -356
528 537 -420
176 14 -801
186 84 233
595 599 648
753 157 206
550 213 236
820 339 392
222 219 959
794 399 452
603 202 -600
101 16 -263
671 740 -154
823 411 312
703 275 -448
37 631 -916
445 117 344
699 366 -512
56 186 -892
521 456 526
839 408 294
392 662 28
703 249 798
626 578 631
834 529 491
345 165 -664
460 760 647
500 456 -542
475 220 -620
780 322 -462
380 590 -977
60 530 -776
514 622 958
434 548 193
110 686 -572
198 206 -520
677 186 142
214 746 657
658 753 240
62 330 -147
71 415 -777
15 342 854
377 239 962
258 610 604
722 188 -847
449 800 -490
822 38 618
821 64 -503
275 358 -505
26 54 -298
296 547 994
253 709 -219
335 326 536
89 223 -22
62 251 -137
223 32 720
224 147 -151
361 834 -18
490 769 -786
393 35 228
291 764 565
115 683 -258
361 522 584
525 722 -966
624 565 617
515 249 720
846 544 527
574 26 563
281 742 663
151 596 -110
329 435 656
50 595 -260
208 359 -54
21 633 95
502 613 -9
698 204 60
516 400 512
119 338 -700
712 436 93
722 488 -931
128 734 643
627 550 -53
213 698 -498
245 671 640
410 113 794
659 51 -517
640 523 612
385 612 511
148 547 735
12 245 352
524 31 -76
680 383 -733
183 571 231
93 216 -897
27 388 676
53 782 -140
345 788 572
118 274 -200
217 364 -418
289 187 895
776 571 875
136 257 -95
609 5 645
790 378 -62
608 97 -62
73 211 -80
819 267 233
136 515 -689
413 796 -926
846 629 -582
174 327 551
798 298 986
20 740 923
737 711 -172
197 206 -504
757 605 -31
376 311 -315
524 337 235
26 833 568
379 382 122
667 327 -114
485 523 -767
803 252 -419
544 781 -20
159 413 636
787 572 277
3 596 900
596 291 163
218 634 -249
346 67 237
342 661 308
314 157 -484
423 64 -548
535 702 -890
271 212 809
284 481 -645
817 173 -864
97 172 -310
360 315 336
532 100 18
89 321 -550
509 366 -279
207 397 216
561 409 171
55 521 890
330 424 571
370 122 -198
354 759 -417
55 58 584
460 152 -202
735 418 748
561 264 -106
403 186 630
666 387 -478
607 570 954
6 303 566
240 763 -837
501 636 -51
524 581 806
183 841 758
174 610 -548
435 316 198
539 182 -753
9 245 104
46 256 709
86 686 -314
352 366 839
360 757 -572
377 596 -863
139 153 867
448 672 -325
83 714 768
162 643 781
457 208 186
352 244 -524
357 243 -653
110 182 746
451 283 -903
100 401 35
208 488 -474
318 98 643
665 423 672
260 451 -802
645 266 -760
89 586 -577
204 23 -124
843 487 664
42 650 -710
146 328 -691
473 815 -531
751 229 962
242 516 -919
352 694 744
400 154 162
424 225 778
673 756 -913
242 393 94
829 832 533
489 780 300
77 200 -801
698 456 410
832 745 558
457 114 563
203 733 745
47 714 -223
653 483 -561
236 267 628
367 33 51
672 140 -316
158 461 -444
940 817
755 702 894
600 87 -806
676 152 -461
882 24 -797
225 423 -833
261 853 -790
27 717 26
735 636 159
614 884 -717
421 434 -848
6 815 924
538 40 -219
323 360 -644
486 108 482
526 523 262
554 442 759
810 602 -127
687 132 961
465 678 684
367 716 -164
350 771 -256
829 198 -931
682 619 742
211 244 -443
514 302 658
664 29 -904
520 626 122
376 1 562
377 618 -403
407 442 174
692 470 -162
385 639 -691
328 741 -936
936 498 -638
726 4 -772
593 18 663
133 876 -468
373 794 -850
272 551 287
259 719 763
272 793 -331
19 180 -932
85 281 -926
100 213 580
832 762 900
346 321 -940
441 647 -950
493 802 316
92 441 443
818 645 -116
431 12 809
890 543 -674
149 909 -638
882 923 -291
713 158 -932
802 936 -175
231 856 -920
113 590 -891
18 884 -610
860 321 932
925 352 680
863 253 -971
541 214 -99
502 453 -590
176 328 764
606 864 -610
822 318 59
723 294 -69
540 2 409
914 590 452
313 573 173
811 858 133
632 146 -913
733 365 -763
256 426 80
488 279 -306
679 547 16
365 791 -132
784 836 370
865 219 527
413 842 -653
327 179 273
391 6 700
885 573 -764
167 109 164
603 114 899
478 730 -233
813 857 -655
897 815 121
862 766 -710
414 570 323
130 738 -804
373 282 -302
651 133 990
696 918 -20
547 779 243
531 853 302
793 462 231
444 352 -631
119 235 240
135 747 -177
41 525 -276
786 592 -155
912 195 -959
200 368 -301
173 248 940
59 933 170
388 526 -865
392 253 977
128 923 6
415 461 251
134 707 795
724 818 -610
373 152 -532
662 350 516
124 107 584
411 134 -259
863 546 -672
660 841 -12
287 133 -193
561 333 -137
160 600 712
520 709 714
782 169 799
182 55 -112
852 445 611
115 550 -496
908 85 994
29 574 -490
469 238 551
384 264 402
145 739 -182
346 136 -438
329 107 443
670 744 424
808 823 910
307 499 -428
153 434 130
603 403 -773
67 518 321
254 643 -1
777 457 755
896 182 480
833 100 -176
874 650 683
618 764 -27
725 840 -499
261 244 -775
666 151 -985
121 546 -356
492 665 -789
210 340 -215
107 442 159
399 618 -276
917 536 647
857 16 140
44 564 722
836 664 514
399 444 -563
160 159 563
96 43 113
394 127 -112
752 441 -945
577 100 190
3 638 -997
488 530 -307
346 74 -518
555 624 -180
118 674 71
92 554 -142
859 693 -130
928 468 -908
419 832 -746
697 700 -146
790 470 353
53 708 -406
859 214 -363
352 91 -321
782 835 434
686 194 320
642 38 -254
336 935 -56
278 938 -560
374 222 -441
810 762 210
536 202 -946
910 612 -837
361 791 -170
290 812 -866
846 77 -72
577 56 159
153 456 366
811 306 568
175 741 781
593 74 -281
927 712 527
840 627 644
502 112 -95
273 160 917
730 443 296
570 746 352
529 800 888
580 364 777
331 788 -874
635 381 834
639 717 -962
154 423 256
391 818 -327
381 434 -963
118 245 358
753 501 -478
825 400 436
681 621 -151
582 154 272
782 144 310
442 773 294
737 165 887
361 667 -74
890 558 650
781 850 -440
336 843 -475
629 592 -8
393 706 -157
719 836 193
469 45 719
413 494 675
95 649 367
223 557 341
887 926 197
877 576 907
696 46 417
127 37 -212
568 642 393
165 58 8
86 302 -296
33 230 240
368 199 77
806 839 -426
757 594 -942
576 315 -423
7 541 -579
778 22 -104
559 655 375
78 902 790
184 201 -695
826 137 -204
216 644 -783
523 326 564
711 203 154
263 563 781
631 108 244
443 130 -387
370 18 455
450 641 845
654 214 962
889 182 395
855 666 -69
676 351 622
695 455 -512
55 242 -23
191 708 -2
393 609 -101
307 843 -824
261 562 -341
793 683 108
380 346 503
243 267 -464
811 501 539
661 278 732
520 691 865
424 134 454
262 126 24
899 119 215
94 819 169
419 562 -979
816 479 704
254 875 -649
